n,divAndConTime,bruteForceTime
601,0.08585949999906006,1.163806000000477
602,0.09480600000097184,0.866788400002406
603,0.08562939999683294,0.8724569000005431
604,0.07281859999784501,0.8542774999987159
605,0.09292730000015581,0.9165224999997008
606,0.08757719999994151,0.8818271000018285
607,0.08042029999705846,0.8864471999986563
608,0.08912550000241026,0.8626332999992883
609,0.09554510000089067,0.8701141999990796
610,0.11156660000051488,0.8802943000009691
611,0.08234810000067228,0.8814614999973855
612,0.07292859999870416,0.8715714999998454
613,0.09554170000046724,0.920062200002576
614,0.08945630000016536,0.9442263999990246
615,0.10334249999868916,0.9035559999974794
616,0.09513599999991129,0.9174994000022707
617,0.07920890000241343,0.909202800001367
618,0.09740769999916665,0.9094219999969937
619,0.09963979999884032,0.9179651000013109
620,0.09373250000135158,0.886391600000934
621,0.11161989999891375,0.888537599999836
622,0.08944549999796436,0.8974334000013187
623,0.07931959999768878,0.9603499999975611
624,0.09040939999977127,0.9904403000000457
625,0.10886419999951613,0.937258699999802
626,0.07793300000048475,0.9058928999984346
627,0.1008615999999165,0.9561205999998492
628,0.09843569999793544,0.9824336000019684
629,0.10921389999930398,0.9571792000024288
630,0.0855777999968268,0.9162208000016108
631,0.09926569999879575,0.9113472999997612
632,0.07659649999914109,0.9523243999974511
633,0.08458210000026156,0.9195767999990494
634,0.1395957000022463,1.0215506999993522
635,0.10106079999968642,1.0012896000007458
636,0.10756879999826197,0.9700745000009192
637,0.09619449999809149,0.929425700000138
638,0.11178659999859519,1.025420000001759
639,0.09039599999960046,0.9374143000022741
640,0.09329029999935301,0.9780105999998341
641,0.0957669999988866,0.9721485000009125
642,0.09070110000175191,1.037778400001116
643,0.08830639999723644,1.0927226999992854
644,0.11273409999921569,1.0016639999994368
645,0.09871669999847654,1.0183623000011721
646,0.11395999999876949,1.0339361000005738
647,0.10101679999934277,0.9700725000002421
648,0.13948470000104862,1.0247735999982979
649,0.1048196999981883,0.9882285000021511
650,0.1084071999976004,0.9608227999997325
651,0.10827489999792306,0.9760192000030656
652,0.11008719999881578,1.0304412000004959
653,0.10861080000177026,1.026679200000217
654,0.110833000002458,1.0038047000016377
655,0.10486490000039339,0.9884692000014184
656,0.10957609999968554,1.0023694000010437
657,0.09104220000153873,1.0846630999985791
658,0.11509129999831202,1.0228462000013678
659,0.11003210000126273,1.0028759999986505
660,0.09055590000207303,1.0742135000000417
661,0.11955200000011246,1.103069000000687
662,0.09959399999934249,1.0256058000013581
663,0.11176500000146916,1.0892183999967529
664,0.14873410000291187,1.1299133000029542
665,0.09394919999976992,1.0867118999995
666,0.0986797999976261,1.0509743000002345
667,0.11720749999949476,1.0679596000009042
668,0.10503249999965192,1.0973578000011912
669,0.10011119999762741,1.0686258999994607
670,0.10680669999783277,1.0877369999980147
671,0.10377249999874039,1.0387210999979288
672,0.10819769999943674,1.0746972000015376
673,0.10500859999956447,1.0936516000001575
674,0.13941179999892483,1.137954300000274
675,0.11305759999959264,1.1009432000028028
676,0.10603769999943324,1.1174108000013803
677,0.11811519999901066,1.0952605999991647
678,0.12153079999916372,1.1216440999996848
679,0.08672159999696305,1.0961459999998624
680,0.11149370000202907,1.1087937000011152
681,0.11085730000195326,1.1541101000002527
682,0.11919709999710904,1.1574773000029381
683,0.10916910000014468,1.144330800001626
684,0.11041109999860055,1.1637856000015745
685,0.08028740000008838,1.1427084999995714
686,0.12437539999882574,1.1097398999991128
687,0.12578190000203904,1.1029063999994833
688,0.10563919999913196,1.1449085999993258
689,0.11758650000047055,1.1354138999995484
690,0.10674550000112504,1.1073668999997608
691,0.13918740000008256,1.173746200001915
692,0.13162259999808157,1.1877601000014693
